val_acc,val_top_10_acc,val_loss,epoch,step,loss,acc,top_10_acc
0.6311591267585754,0.8380163908004761,1.8926639556884766,0,3328,,,
,,,0,3329,2.6702818870544434,0.5648796558380127,0.7347223162651062
0.6664577126502991,0.8752530217170715,1.7204914093017578,1,6657,,,
,,,1,6658,1.0225785970687866,0.7959128022193909,0.9213023781776428
0.6982137560844421,0.8958755135536194,1.659148931503296,2,9986,,,
,,,2,9987,0.8615497946739197,0.8231356739997864,0.9330504536628723
0.6908124685287476,0.8952429294586182,1.7676763534545898,3,13315,,,
,,,3,13316,0.7827896475791931,0.8364279866218567,0.9382791519165039
0.7214298844337463,0.9018850922584534,1.683080792427063,4,16644,,,
,,,4,16645,0.7192174792289734,0.847692608833313,0.943751871585846
0.7142815589904785,0.9022646546363831,1.7459396123886108,5,19973,,,
,,,5,19974,0.6930574178695679,0.8527429699897766,0.9445920586585999
0.7121710777282715,0.89726722240448,1.8471277952194214,6,23302,,,
,,,6,23303,0.6638374924659729,0.857905924320221,0.946901261806488
0.7678505778312683,0.9153593182563782,1.581533432006836,7,26631,,,
,,,7,26632,0.5143300294876099,0.888705313205719,0.9513977766036987
0.7715196013450623,0.9168142676353455,1.5714794397354126,8,29960,,,
,,,8,29961,0.4845018684864044,0.8951308727264404,0.9525899291038513
0.7724052667617798,0.9169408082962036,1.5797598361968994,9,33289,,,
,,,9,33290,0.4740905463695526,0.8974917531013489,0.9537023305892944
0.7817676067352295,0.9176366329193115,1.5798485279083252,10,36618,,,
,,,10,36619,0.47365090250968933,0.8981112837791443,0.9527025818824768
0.7792372107505798,0.9193446636199951,1.5812019109725952,11,39947,,,
,,,11,39948,0.46016648411750793,0.9007960557937622,0.9538431167602539
0.7788058519363403,0.9180794358253479,1.6020209789276123,12,43276,,,
,,,12,43277,0.45250388979911804,0.9023402333259583,0.9546269774436951
0.7827279567718506,0.9196609258651733,1.5815588235855103,13,46605,,,
,,,13,46606,0.430662602186203,0.9076862335205078,0.9547865390777588
0.786512017250061,0.9209893941879272,1.5819231271743774,14,49934,,,
,,,14,49935,0.4223216772079468,0.9096622467041016,0.9551854729652405
0.7875241637229919,0.9220647811889648,1.5716521739959717,15,53263,,,
,,,15,53264,0.41503438353538513,0.9108825922012329,0.9559130072593689
0.7860692143440247,0.9223178029060364,1.5833070278167725,16,56592,,,
,,,16,56593,0.4147098660469055,0.9111548066139221,0.9560537934303284
0.7873976826667786,0.9231401681900024,1.5799018144607544,17,59921,,,
,,,17,59922,0.40769529342651367,0.9126473665237427,0.9569315314292908
0.788979172706604,0.9225708246231079,1.5760546922683716,18,63250,,,
,,,18,63251,0.41255253553390503,0.9122531414031982,0.9553356766700745
0.7894219756126404,0.9226973652839661,1.579264760017395,19,66579,,,
,,,19,66580,0.4059765934944153,0.9136471152305603,0.9563823342323303
0.7896117568016052,0.9226973652839661,1.5820894241333008,20,69908,,,
,,,20,69909,0.40936896204948425,0.9128163456916809,0.9556313753128052
0.7897382378578186,0.9225708246231079,1.579865574836731,21,73237,,,
,,,21,73238,0.4093475937843323,0.9128116369247437,0.9553497433662415
0.7897382378578186,0.9230136871337891,1.5815287828445435,22,76566,,,
,,,22,76567,0.40032634139060974,0.9146233797073364,0.9566686749458313
0.7903708219528198,0.9230136871337891,1.5776262283325195,23,79895,,,
,,,23,79896,0.4043036103248596,0.9137973189353943,0.9562978744506836
0.790497362613678,0.9230769276618958,1.5756515264511108,24,83224,,,
,,,24,83225,0.40163296461105347,0.914318323135376,0.9563354253768921
0.7902443408966064,0.9232034683227539,1.5752804279327393,25,86553,,,
,,,25,86554,0.4055282473564148,0.9137973189353943,0.9559693336486816
0.7906871438026428,0.9230769276618958,1.5764448642730713,26,89882,,,
,,,26,89883,0.4049431383609772,0.9143699407577515,0.9562134146690369
0.7903075814247131,0.9231401681900024,1.5756951570510864,27,93211,,,
,,,27,93212,0.4015773832798004,0.9145389199256897,0.9563635587692261
0.7904341220855713,0.9232667088508606,1.575900673866272,28,96540,,,
,,,28,96541,0.40019991993904114,0.9154494404792786,0.9566968083381653
0.7906239032745361,0.9232667088508606,1.5759985446929932,29,99869,,,
,,,29,99870,0.40129923820495605,0.9147735834121704,0.9565372467041016
0.790497362613678,0.9232667088508606,1.5762485265731812,30,103198,,,
,,,30,103199,0.4039883017539978,0.9140648245811462,0.9559317827224731
0.790497362613678,0.9232667088508606,1.576005458831787,31,106527,,,
,,,31,106528,0.4076996445655823,0.9133467078208923,0.9557862877845764
0.7906871438026428,0.9232034683227539,1.576461672782898,32,109856,,,
,,,32,109857,0.4011634588241577,0.9148815274238586,0.9563823342323303
0.7906239032745361,0.9232667088508606,1.5763593912124634,33,113185,,,
,,,33,113186,0.3997076451778412,0.9150645732879639,0.9567297101020813
0.7906871438026428,0.9233299493789673,1.5764334201812744,34,116514,,,
,,,34,116515,0.4068925082683563,0.9139756560325623,0.9557815790176392
0.7906239032745361,0.923393189907074,1.5765544176101685,35,119843,,,
,,,35,119844,0.40029507875442505,0.9148111343383789,0.9562790989875793
0.7905606031417847,0.923393189907074,1.5766555070877075,36,123172,,,
,,,36,123173,0.40397047996520996,0.9143511652946472,0.9563354253768921
0.7906239032745361,0.923393189907074,1.5767197608947754,37,126501,,,
,,,37,126502,0.40485668182373047,0.9142009615898132,0.9557956457138062
0.7906239032745361,0.923393189907074,1.5766992568969727,38,129830,,,
,,,38,129831,0.4042080342769623,0.914031982421875,0.9557722210884094
