val_acc,val_top_10_acc,val_loss,epoch,step,loss,acc,top_10_acc
0.6363992691040039,0.8275556564331055,1.908823847770691,0,3350,,,
,,,0,3351,2.6656665802001953,0.5647539496421814,0.7349305748939514
0.6768471598625183,0.8706983923912048,1.7107094526290894,1,6701,,,
,,,1,6702,1.0199699401855469,0.7963212132453918,0.9213675260543823
0.6896255016326904,0.8856275081634521,1.6922075748443604,2,10052,,,
,,,2,10053,0.8573026657104492,0.8243356347084045,0.9330944418907166
0.7075911164283752,0.8988487124443054,1.6681671142578125,3,13403,,,
,,,3,13404,0.7790212035179138,0.8384957909584045,0.9385075569152832
0.7152454853057861,0.9005566835403442,1.6921818256378174,4,16754,,,
,,,4,16755,0.7236509323120117,0.8472528457641602,0.9421678185462952
0.7210400104522705,0.9037196636199951,1.7438616752624512,5,20105,,,
,,,5,20106,0.6925792694091797,0.853356122970581,0.9447133541107178
0.7067307829856873,0.9020116329193115,1.8537222146987915,6,23456,,,
,,,6,23457,0.6665216088294983,0.8580884337425232,0.946517825126648
0.7242282629013062,0.9042889475822449,1.8288346529006958,7,26807,,,
,,,7,26808,0.6428406238555908,0.8620001673698425,0.9475203156471252
0.7710019946098328,0.9124494194984436,1.631633996963501,8,30158,,,
,,,8,30159,0.49866628646850586,0.8913951516151428,0.9524586200714111
0.7726467847824097,0.9165612459182739,1.625079870223999,9,33509,,,
,,,9,33510,0.47213664650917053,0.8963609933853149,0.9541134834289551
0.7731907963752747,0.9166244864463806,1.6265403032302856,10,36860,,,
,,,10,36861,0.4667923152446747,0.8985108137130737,0.953289270401001
0.7820723652839661,0.9183325171470642,1.6104015111923218,11,40211,,,
,,,11,40212,0.4611814618110657,0.8995359539985657,0.9534518122673035
0.7793902158737183,0.9171938300132751,1.6186121702194214,12,43562,,,
,,,12,43563,0.447661817073822,0.9023849368095398,0.954976499080658
0.7861209511756897,0.9195343852043152,1.6238116025924683,13,46913,,,
,,,13,46914,0.44695913791656494,0.9027770161628723,0.9543280005455017
0.7832110524177551,0.9186487793922424,1.6353048086166382,14,50264,,,
,,,14,50265,0.4418008327484131,0.9035657048225403,0.9546225070953369
0.7856528759002686,0.9180161952972412,1.6682606935501099,15,53615,,,
,,,15,53616,0.43792349100112915,0.904305636882782,0.9553351402282715
