val_acc,val_top_10_acc,val_loss,epoch,step,loss,acc,top_10_acc
0.792067289352417,0.9216852188110352,1.609952449798584,16,56966,,,
,,,16,56967,0.41973260045051575,0.9091187119483948,0.9549815654754639
0.7941548824310303,0.9223178029060364,1.6035186052322388,17,60317,,,
,,,17,60318,0.4091172218322754,0.9114633798599243,0.9563380479812622
0.7936867475509644,0.9209260940551758,1.6085379123687744,18,63668,,,
,,,18,63669,0.40800437331199646,0.9114680290222168,0.9561235904693604
0.7967864274978638,0.9210526347160339,1.6055392026901245,19,67019,,,
,,,19,67020,0.40419065952301025,0.9128859043121338,0.9563337564468384
0.7948886752128601,0.9213689565658569,1.6193722486495972,20,70370,,,
,,,20,70371,0.40437138080596924,0.9126061797142029,0.9563753604888916
0.7950152158737183,0.921558678150177,1.6256932020187378,21,73721,,,
,,,21,73722,0.4042922556400299,0.9125028252601624,0.9559133648872375
0.7956730723381042,0.9216219782829285,1.6246716976165771,22,77072,,,
,,,22,77073,0.39805275201797485,0.913352906703949,0.9568656086921692
0.7968117594718933,0.9225075840950012,1.6176577806472778,23,80423,,,
,,,23,80424,0.3977992832660675,0.9132682681083679,0.9573269486427307
0.7970647811889648,0.9231401681900024,1.6126601696014404,24,83774,,,
,,,24,83775,0.3930608928203583,0.9149142503738403,0.9569112062454224
0.7975708246231079,0.9227606058120728,1.611961007118225,25,87125,,,
,,,25,87126,0.394351989030838,0.9152957797050476,0.956449568271637
0.7976341247558594,0.9230136871337891,1.6037269830703735,26,90476,,,
,,,26,90477,0.396509051322937,0.9146853685379028,0.9564588665962219
0.7979503870010376,0.9229503870010376,1.607452154159546,27,93827,,,
,,,27,93828,0.3892364203929901,0.9157993793487549,0.9571303129196167
0.7978871464729309,0.9230136871337891,1.6110115051269531,28,97178,,,
,,,28,97179,0.38789188861846924,0.9163593053817749,0.9572842121124268
0.7988360524177551,0.9224443435668945,1.6062568426132202,29,100529,,,
,,,29,100530,0.3867904245853424,0.9167700409889221,0.9576665759086609
0.7971280217170715,0.9225075840950012,1.6039774417877197,30,103880,,,
,,,30,103881,0.39350223541259766,0.9153381586074829,0.9565058946609497
0.7983299493789673,0.9229503870010376,1.6036434173583984,31,107231,,,
,,,31,107232,0.3934785723686218,0.9155569076538086,0.9560532569885254
0.7978871464729309,0.9225075840950012,1.6070090532302856,32,110582,,,
,,,32,110583,0.38939499855041504,0.9158837199211121,0.9566224813461304
0.7976973652839661,0.9228871464729309,1.5988134145736694,33,113933,,,
,,,33,113934,0.3870709240436554,0.9169145822525024,0.9571917057037354
0.797191321849823,0.9228871464729309,1.6044223308563232,34,117284,,,
,,,34,117285,0.3897871971130371,0.9161024689674377,0.9569531679153442
0.7969382405281067,0.9226341247558594,1.6033093929290771,35,120635,,,
,,,35,120636,0.38934263586997986,0.9162380695343018,0.9566923975944519
0.7973810434341431,0.9226973652839661,1.6025550365447998,36,123986,,,
,,,36,123987,0.3871309161186218,0.9164159297943115,0.9574571251869202
0.7976973652839661,0.9228871464729309,1.6034150123596191,37,127337,,,
,,,37,127338,0.3898659944534302,0.9160091876983643,0.9569345116615295
0.7975075840950012,0.9228871464729309,1.604207158088684,38,130688,,,
,,,38,130689,0.3896121084690094,0.9162330031394958,0.9568039178848267
0.7976341247558594,0.9229503870010376,1.60453200340271,39,134039,,,
,,,39,134040,0.3872438669204712,0.9160791635513306,0.9576665759086609
0.7975075840950012,0.9229503870010376,1.6042026281356812,40,137390,,,
,,,40,137391,0.38665133714675903,0.9171939492225647,0.9570187926292419
0.7976973652839661,0.9228871464729309,1.6045750379562378,41,140741,,,
,,,41,140742,0.3897407650947571,0.9156225919723511,0.9570324420928955
0.7975075840950012,0.9228871464729309,1.6043282747268677,42,144092,,,
,,,42,144093,0.3876459300518036,0.9166491031646729,0.9571870565414429
0.7976341247558594,0.9230136871337891,1.6043699979782104,43,147443,,,
,,,43,147444,0.3823574483394623,0.9178513884544373,0.9576529264450073
0.7975075840950012,0.9230136871337891,1.604280710220337,44,150794,,,
,,,44,150795,0.3878924250602722,0.9167327284812927,0.9567297101020813
0.7976341247558594,0.9230769276618958,1.6042628288269043,45,154145,,,
,,,45,154146,0.3924172520637512,0.9154873490333557,0.9565478563308716
0.7976341247558594,0.9230136871337891,1.6043950319290161,46,157496,,,
,,,46,157497,0.3886084258556366,0.9166670441627502,0.9566923975944519
0.7976973652839661,0.9230136871337891,1.6043425798416138,47,160847,,,
,,,47,160848,0.39037302136421204,0.9161494970321655,0.9568505883216858
0.7976973652839661,0.9230136871337891,1.6043620109558105,48,164198,,,
,,,48,164199,0.3842581510543823,0.9167560338973999,0.9577135443687439
0.7976973652839661,0.9230136871337891,1.6043765544891357,49,167549,,,
,,,49,167550,0.39051997661590576,0.9164478778839111,0.9563800096511841
0.7977606058120728,0.9230136871337891,1.604347586631775,50,170900,,,
,,,50,170901,0.3928505480289459,0.915468692779541,0.9563656449317932
0.7977606058120728,0.9230136871337891,1.6043505668640137,51,174251,,,
,,,51,174252,0.3903254270553589,0.9157620668411255,0.9565708041191101
0.7977606058120728,0.9230136871337891,1.6043610572814941,52,177602,,,
,,,52,177603,0.38715842366218567,0.9165038466453552,0.9571396708488464
0.7977606058120728,0.9230136871337891,1.6043791770935059,53,180953,,,
,,,53,180954,0.3894168734550476,0.9161032438278198,0.9566508531570435
0.7977606058120728,0.9230136871337891,1.6043989658355713,54,184304,,,
,,,54,184305,0.387716144323349,0.9167886972427368,0.9573778510093689
0.7977606058120728,0.9230136871337891,1.6043990850448608,55,187655,,,
,,,55,187656,0.39147883653640747,0.9154683351516724,0.9568785429000854
0.7977606058120728,0.9230136871337891,1.6044015884399414,56,191006,,,
,,,56,191007,0.386915922164917,0.9166899919509888,0.9572189450263977
0.7977606058120728,0.9230136871337891,1.6044062376022339,57,194357,,,
,,,57,194358,0.39028602838516235,0.9160469174385071,0.9564452767372131
0.7977606058120728,0.9230136871337891,1.604408860206604,58,197708,,,
,,,58,197709,0.38796505331993103,0.9165178537368774,0.957046389579773
0.7977606058120728,0.9230136871337891,1.6044120788574219,59,201059,,,
,,,59,201060,0.38886722922325134,0.9166013598442078,0.9568458795547485
0.7977606058120728,0.9230136871337891,1.6044161319732666,60,204410,,,
,,,60,204411,0.3874712586402893,0.916541576385498,0.9573409557342529
0.7977606058120728,0.9230136871337891,1.6044180393218994,61,207761,,,
,,,61,207762,0.38624200224876404,0.9172495007514954,0.9573774337768555
0.7977606058120728,0.9230136871337891,1.6044210195541382,62,211112,,,
,,,62,211113,0.39060696959495544,0.9161825180053711,0.9563104510307312
0.7977606058120728,0.9230136871337891,1.604423999786377,63,214463,,,
,,,63,214464,0.39097505807876587,0.9158048033714294,0.9568552374839783
